text	labels
supports	pos
asked	pos
pushed	pos
very constructive	pos
agreed	pos
calling for	pos
hope	pos
improved	pos
agreed	pos
wants	pos
strong support of	pos
promote	pos
promises	pos
goals	pos
ensured	pos
praised	pos
look forward	pos
has reached a consensus	pos
formed a close friendship	pos
justice must be done	pos
wish to express our solidarity	pos
the consensus	pos
peaceful	pos
urged	pos
would remake venezuela to benefit the poor	pos
chavez was right	pos
would adhere to a pluralistic vision	pos
a victory for democracy	pos
to ensure the full exercise of democratic rights	pos
encouraged	pos
hailed the end	pos
it's over	pos
support	pos
until ex - president carlos menem changed course	pos
must think	pos
successfully rallied	pos
confidence	pos
want	pos
nostalgia	pos
ushered in an era of stability	pos
highly in favor	pos
nostalgia	pos
popular support	pos
asked	pos
better quality	pos
still prefer	pos
is now promoting	pos
requires a strong leader	pos
wanted	pos
embrace of the past	pos
can be bought cheaper	pos
giving him medium approval	pos
still committed	pos
does not want	pos
hope	pos
a better life	pos
just want	pos
have made a difference	pos
am happy	pos
hopes	pos
supports	pos
smiling	pos
wanted	pos
may bring change	pos
jubilant	pos
wanted	pos
am happy	pos
cheered	pos
says with a bright smile	pos
is favored	pos
have partially endorsed	pos
giving a green light	pos
became an enthusiastic member	pos
invited	pos
hugging	pos
cultural preference	pos
had secretly harbored the fantasy	pos
all manner of	pos
looking to be disciplined	pos
are going to great lengths to talk about	pos
perhaps the international community is right	pos
more interested	pos
like	pos
good news	pos
hope	pos
ideal , sunny clime	pos
competent	pos
really cleaning up	pos
not subject to the get - out - of - jail escape hatches	pos
endeared him	pos
has supported	pos
please	pos
will be happy to know	pos
insist	pos
aspire	pos
how docile	pos
wanting	pos
still relevant players on the world stage	pos
pride	pos
defensively holds up the kyoto protocol	pos
would like	pos
tremendously ambitious	pos
willing	pos
please	pos
pent - up demand	pos
willing	pos
would be interested	pos
are vying for	pos
expressed interest	pos
eyeing	pos
willing	pos
be willing	pos
willingness	pos
grand	pos
be willing	pos
tyrannical tactics are at an end	pos
inclinations	pos
support	pos
all but welcomed	pos
explicit statements of support for	pos
will continue to support	pos
believe	pos
will urge	pos
the hope	pos
support	pos
a relief to	pos
no provocation	pos
relieved	pos
support	pos
hold the course of democracy dear	pos
respected	pos
supported	pos
to assure	pos
no more	pos
at least	pos
neat stuff	pos
to cut costs	pos
restore credibility	pos
could be to steer soaring space - station costs back toward earth	pos
it could blossom	pos
but he may be	pos
like	pos
irrefutable	pos
equal footing	pos
safeguarding	pos
should follow	pos
commitments	pos
commitments	pos
is committed	pos
has encouraged	pos
want	pos
furiously lobby	pos
ease	pos
furiously lobbied	pos
seeks	pos
want	pos
seek	pos
approve	pos
most frantic lobbying	pos
the lobbying	pos
hopes	pos
his victory was a triumph against the west and whites	pos
legitimate	pos
thanks to the people of zimbabwe	pos
support for	pos
good government	pos
we have dealt a stunning blow to imperialism	pos
seeking freedom	pos
strategic importance	pos
excellent	pos
potential carrot	pos
have urged	pos
gives new life	pos
pretty well - planned out	pos
supported	pos
promote	pos
urging	pos
urged	pos
was pleased	pos
want	pos
has promised	pos
had planned	pos
is promising	pos
the darkest hour is always before the dawn	pos
have courage	pos
more orderly	pos
for a good future	pos
a strong turnout favored him	pos
has pledged	pos
is promising	pos
has been inclined toward	pos
that's a fair deal	pos
all was not lost	pos
courageous stand	pos
uplift	pos
has now made himself heard	pos
endorsement	pos
grand bargain	pos
new , better - run	pos
quiet diplomacy	pos
shows solidarity with the west	pos
bring hope for african economic renewal and greater democracy	pos
will help renew	pos
agreed	pos
grand bargain	pos
may still hope	pos
support	pos
supports	pos
supported	pos
is supporting	pos
will do whatever it takes to defend our security	pos
eventually offered talks	pos
had expressed optimism	pos
could lead to an opening	pos
moderate behavior	pos
support	pos
considers	pos
celebrate	pos
revolutionary leaders	pos
celebrated	pos
beautiful historic coincidence	pos
see themselves	pos
acquires special relevance this year	pos
chavez a friend and his closest political ally	pos
have written a page of dignity and honor	pos
excited	pos
glad	pos
want	pos
a sense of unity and purpose	pos
are glad	pos
good things	pos
like a boom town	pos
eagerly awaited	pos
want	pos
fortunately	pos
continued growth	pos
basically sound	pos
been approved	pos
a great political triumph	pos
with good economic management , israel should have little trouble	pos
congratulations	pos
advice	pos
offering	pos
stay together	pos
was confident	pos
work hard and with honesty	pos
support	pos
work with all my might	pos
on behalf of my country	pos
call	pos
has vowed	pos
calls for	pos
advocated	pos
to approve	pos
free and fair	pos
called for	pos
runaway	pos
transparent	pos
credible	pos
able	pos
niceties	pos
constitutionally acceptable	pos
legitimate	pos
considered	pos
wishes to commend	pos
was hailed by	pos
to offer support	pos
bilateral goodwill	pos
was very strong about this	pos
opinion was solidly behind	pos
fairly sophisticated	pos
quite supportive	pos
a land of freedom and opportunity	pos
soul - searching gratitude	pos
wisely	pos
comforting sense of personal and national vindication	pos
in praise of those 'damn yankees	pos
that goodness , truth and beauty may be found in every country and town	pos
preferred	pos
tried to resist	pos
champion of freedom	pos
many thousand generously funded	pos
most open	pos
respect	pos
is indeed grateful	pos
smoothly and flawlessly	pos
flawlessly	pos
a great hope for prosperity	pos
offered to hold talks	pos
legitimate	pos
it must be regarded as an unambiguous message by the international community that the rule of democracy will be upheld in every part of the world	pos
welcome	pos
maintains the commonwealth's credibility	pos
invited	pos
was seen	pos
think	pos
supported	pos
praised	pos
an unambiguous message	pos
is satisfied	pos
they should be brought to justice	pos
humane	pos
wants	pos
approve of	pos
humanely	pos
wants	pos
storm to victory	pos
oozed confidence	pos
promised	pos
will profit as well	pos
only a fraction	pos
can be abated	pos
better ways	pos
generally benefit	pos
expected to protect	pos
pose little threat	pos
or even eliminated	pos
abating	pos
want	pos
enthusiastic	pos
they should be more circumspect	pos
apparently thought	pos
the desire	pos
proves this beyond the shadow of a doubt	pos
the principles of kyoto were fine	pos
fix things	pos
just wanted	pos
the only winners	pos
wanted	pos
pleasing it is to my own ears	pos
we're going to find a way around it	pos
could n't wait	pos
kept peeking	pos
if rummy booked these tough guys into a motel 6 , they'd complain that there's no room service	pos
balmy	pos
think	pos
complain	pos
wisely	pos
then	pos
died and gone to heaven	pos
replete with	pos
leeway	pos
tropical	pos
however	pos
it's a proud freedom day	pos
the money well spent	pos
joyous	pos
a warm welcome	pos
moments of sheer upliftment and exhilaration	pos
good guests	pos
congratulate	pos
hope	pos
i ca n't imagine anything that could surpass that	pos
amazingly roomy	pos
smiled broadly	pos
m feeling much better	pos
to promote	pos
i have truly never seen anything as beautiful as the earth from space	pos
plans	pos
enjoying	pos
very , very large	pos
were delighted	pos
calling for	pos
at last	pos
huge excitement	pos
hope	pos
is proud	pos
considers	pos
always great	pos
great	pos
argued	pos
great	pos
culturally appropriate	pos
always	pos
urge	pos
as quickly as possible	pos
urged	pos
promised	pos
agreed	pos
celebrated	pos
friendship	pos
to maintain calm	pos
support of	pos
widely popular	pos
to maintain calm , to keep faith , to continue working on the road toward democracy , freedom and peace	pos
asked	pos
urged	pos
jubilant	pos
wants	pos
accommodate	pos
seem to think	pos
appeared to go well	pos
appears to have opted for solidarity in support of	pos
appealed for	pos
hold in	pos
are eagerly awaiting	pos
confidence and high esteem	pos
testimony of	pos
largely satisfactory and transparent	pos
free and fair	pos
loudly celebrating	pos
implored	pos
may all hope	pos
exemplary , free , fair and peaceful	pos
water tight	pos
credible	pos
generally approved of	pos
legitimate	pos
congratulated	pos
endorses	pos
urged	pos
his victory speech	pos
is giving a hearty thumbs up	pos
sensible , serious voice in cabinet	pos
a hometown favourite	pos
trust	pos
competent and scrupulously honest	pos
is unequivocal in its u . s . support	pos
assurances	pos
has proven to be	pos
bodes well	pos
is giving the civil rights advocates a hearty thumbs up	pos
humanely	pos
can trust	pos
sensible	pos
content	pos
have saved all of their praise	pos
has perfectly accomplished	pos
want	pos
the trip of a lifetime	pos
learnt a lesson	pos
more attentive	pos
proclaimed	pos
the support of	pos
should not be afraid of persecution	pos
supporter	pos
support	pos
just	pos
in supporting	pos
strong	pos
saving	pos
high prospects	pos
fulfill its pledges	pos
cooperation	pos
peaceful	pos
urged	pos
competitiveness	pos
favorably	pos
urging	pos
his best	pos
legitimate	pos
enhanced	pos
cooperate	pos
as soon as possible	pos
fully supports	pos
call for	pos
have expressed interest	pos
call on	pos
richest	pos
wished success	pos
successful	pos
expressed a mutual desire	pos
sent congratulations	pos
congratulated	pos
congratulates	pos
exalted	pos
the support of	pos
collapsed	pos
help of the almighty god	pos
is a staunch supporter of	pos
legitimate	pos
wwanted	pos
legitimate	pos
expressed the hope	pos
victory of justice and freedom	pos
thanked	pos
appealed	pos
welcomed	pos
to express satisfaction	pos
reconciliation	pos
welcomes	pos
positive	pos
hope	pos
positive	pos
was remarkable	pos
was passionate	pos
was not against helping	pos
even	pos
hopes	pos
not interfere	pos
sent congress a message calling for	pos
has come out in support	pos
supported	pos
achieving social harmony	pos
back on track	pos
patience	pos
only ask of	pos
vowed	pos
rescue	pos
calls for	pos
my promise	pos
calm	pos
keep up the hope	pos
plan	pos
are being well treated	pos
manner that is reasonably consistent	pos
hopes of prosecuting	pos
called for	pos
importance of	pos
values	pos
calling for	pos
emphasized	pos
free to practice any religion	pos
loudly trumpeted	pos
leading role	pos
continues to seek	pos
great leader	pos
take the lead	pos
called for	pos
supported and welcomed	pos
epoch - making	pos
active role	pos
pleased	pos
wants	pos
still wants	pos
fairly good prospects	pos
is consensus	pos
the consensus	pos
wants	pos
demonstrable progress	pos
active	pos
good	pos
in addition to being effective	pos
useful	pos
earned the most	pos
achieving better results	pos
cost - effective	pos
most cost - effective	pos
wants	pos
gain more knowledge	pos
want	pos
significant	pos
wants	pos
broad political consensus	pos
leadership	pos
have complete confidence	pos
to promote	pos
urge	pos
agreed	pos
urge	pos
urge	pos
such fruitful results	pos
really	pos
humanitarian spirit	pos
still wants	pos
not reproachable	pos
wants	pos
favorite of	pos
claiming	pos
